t,d,48.953930,01.083341,02/17/2013,10:33:21,153.4677,1
t,d,48.953850,01.083440,02/17/2013,10:33:31,113.0923,0
t,d,48.953981,01.083262,02/17/2013,10:33:45,137.6058,0
t,d,48.954053,01.083227,02/17/2013,10:33:49,137.6058,0
t,d,48.954240,01.083074,02/17/2013,10:33:58,139.5284,0
t,d,48.954303,01.082999,02/17/2013,10:34:02,140.0092,0
t,d,48.954743,01.082931,02/17/2013,10:34:16,137.6058,0
t,d,48.956032,01.082908,02/17/2013,10:35:00,138.0865,0
t,d,48.956440,01.082776,02/17/2013,10:35:17,137.1252,0
t,d,48.956283,01.082387,02/17/2013,10:35:31,140.4899,0
t,d,48.955790,01.081685,02/17/2013,10:35:57,139.5284,0
t,d,48.955532,01.081122,02/17/2013,10:36:14,140.4899,0
t,d,48.955360,01.080443,02/17/2013,10:36:33,140.4899,0
t,d,48.955089,01.079842,02/17/2013,10:36:51,143.8544,0
t,d,48.955221,01.079344,02/17/2013,10:37:07,140.4899,0
t,d,48.955378,01.078614,02/17/2013,10:37:27,140.0092,0
t,d,48.955414,01.077701,02/17/2013,10:37:49,140.0092,0
t,d,48.955492,01.076679,02/17/2013,10:38:17,140.0092,0
t,d,48.955861,01.075337,02/17/2013,10:38:55,140.0092,0
t,d,48.955942,01.074522,02/17/2013,10:39:19,140.0092,0
t,d,48.955786,01.073899,02/17/2013,10:39:39,140.9705,0
t,d,48.955582,01.073109,02/17/2013,10:40:02,141.451,0
t,d,48.955410,01.072134,02/17/2013,10:40:30,141.451,0
t,d,48.955548,01.071061,02/17/2013,10:41:00,141.9318,0
t,d,48.955713,01.070175,02/17/2013,10:41:24,142.8931,0
t,d,48.955807,01.069594,02/17/2013,10:41:45,143.8544,0
t,d,48.955800,01.069601,02/17/2013,10:41:47,143.8544,0
t,d,48.955934,01.069051,02/17/2013,10:42:04,144.8158,0
t,d,48.956307,01.068196,02/17/2013,10:42:32,145.7771,0
t,d,48.956671,01.067418,02/17/2013,10:42:59,148.1804,0
t,d,48.956940,01.066856,02/17/2013,10:43:20,149.1416,0
t,d,48.956938,01.066859,02/17/2013,10:43:22,149.1416,0
t,d,48.956974,01.066735,02/17/2013,10:43:27,150.103,0
t,d,48.957041,01.066439,02/17/2013,10:43:35,151.0642,0
t,d,48.957182,01.066221,02/17/2013,10:43:43,150.5836,0
t,d,48.957606,01.065892,02/17/2013,10:44:03,148.661,0
t,d,48.957631,01.065794,02/17/2013,10:44:07,149.1416,0
t,d,48.956781,01.064887,02/17/2013,10:44:46,149.1416,0
t,d,48.955984,01.064171,02/17/2013,10:45:23,150.103,0
t,d,48.954970,01.064061,02/17/2013,10:46:12,149.1416,1
t,d,48.954626,01.064662,02/17/2013,10:46:36,149.1416,0
t,d,48.954456,01.064855,02/17/2013,10:46:43,139.0479,0
t,d,48.954177,01.064964,02/17/2013,10:46:59,146.7384,0
t,d,48.953876,01.065027,02/17/2013,10:47:20,146.7384,0
t,d,48.953536,01.065218,02/17/2013,10:47:37,147.6997,0
t,d,48.953425,01.065311,02/17/2013,10:47:42,149.6223,0
t,d,48.953417,01.065270,02/17/2013,10:47:44,149.6223,0
t,d,48.953405,01.065234,02/17/2013,10:47:48,148.661,0
t,d,48.953148,01.065430,02/17/2013,10:47:59,152.0258,0
t,d,48.952845,01.065642,02/17/2013,10:48:13,150.103,0
t,d,48.952411,01.065954,02/17/2013,10:48:31,151.5449,0
t,d,48.952270,01.066043,02/17/2013,10:48:39,152.0258,0
t,d,48.952211,01.066114,02/17/2013,10:48:42,152.9869,0
t,d,48.952069,01.066260,02/17/2013,10:48:45,153.9484,0
t,d,48.951931,01.066348,02/17/2013,10:48:50,155.3903,0
t,d,48.951716,01.066470,02/17/2013,10:49:01,155.3903,0
