t,d,48.953576,01.083520,03/19/2013,09:58:04,94.34656,1
t,d,48.953598,01.083395,03/19/2013,09:58:39,93.86584,0
t,d,48.954154,01.083119,03/19/2013,09:59:08,94.82715,0
t,d,48.954717,01.082985,03/19/2013,09:59:26,94.82715,0
t,d,48.955494,01.083019,03/19/2013,09:59:51,93.86584,0
t,d,48.956078,01.083080,03/19/2013,10:00:12,91.94324,0
t,d,48.956858,01.083129,03/19/2013,10:00:41,92.90454,0
t,d,48.957424,01.082913,03/19/2013,10:01:03,95.30774,0
t,d,48.958118,01.082657,03/19/2013,10:01:30,97.23047,0
t,d,48.958988,01.082206,03/19/2013,10:02:05,96.26929,0
t,d,48.959747,01.081806,03/19/2013,10:02:36,99.63379,0
t,d,48.960426,01.081475,03/19/2013,10:03:06,100.5951,0
t,d,48.961023,01.081110,03/19/2013,10:03:31,104.4404,0
t,d,48.961018,01.080973,03/19/2013,10:03:43,104.921,0
t,d,48.960935,01.080286,03/19/2013,10:04:01,107.8051,0
t,d,48.960686,01.078067,03/19/2013,10:04:53,111.1696,0
t,d,48.960620,01.077132,03/19/2013,10:05:19,121.7441,0
t,d,48.960531,01.076108,03/19/2013,10:05:47,125.1088,0
t,d,48.960443,01.075054,03/19/2013,10:06:18,125.1088,0
t,d,48.960365,01.074384,03/19/2013,10:06:42,127.512,0
t,d,48.960267,01.073608,03/19/2013,10:07:07,128.9541,0
t,d,48.960214,01.072803,03/19/2013,10:07:35,131.8379,0
t,d,48.960128,01.071887,03/19/2013,10:08:05,132.3186,0
t,d,48.960134,01.071240,03/19/2013,10:08:27,131.3573,0
t,d,48.960335,01.071054,03/19/2013,10:08:39,131.3573,0
t,d,48.960570,01.071085,03/19/2013,10:08:59,133.2799,0
t,d,48.960580,01.071098,03/19/2013,10:09:06,133.2799,0
t,d,48.960658,01.071140,03/19/2013,10:09:10,133.2799,0
t,d,48.961083,01.071002,03/19/2013,10:09:27,133.2799,0
t,d,48.961408,01.070886,03/19/2013,10:09:44,133.2799,0
t,d,48.961894,01.070617,03/19/2013,10:10:10,133.7605,0
t,d,48.962008,01.070586,03/19/2013,10:10:15,134.2412,0
t,d,48.961958,01.070436,03/19/2013,10:10:22,135.6831,0
t,d,48.961643,01.070076,03/19/2013,10:10:40,137.6058,0
t,d,48.961159,01.069571,03/19/2013,10:11:06,140.4899,0
t,d,48.960710,01.069085,03/19/2013,10:11:30,138.5673,0
t,d,48.960277,01.068690,03/19/2013,10:11:52,141.451,0
t,d,48.959887,01.068283,03/19/2013,10:12:14,140.0092,0
t,d,48.959482,01.067887,03/19/2013,10:12:36,141.9318,0
t,d,48.959087,01.067507,03/19/2013,10:12:58,144.8158,0
t,d,48.958748,01.067158,03/19/2013,10:13:19,143.8544,0
