t,d,48.953836,01.083335,01/13/2013,10:08:33,179.4232,1
t,d,48.953875,01.083364,01/13/2013,10:09:00,162.1195,0
t,d,48.953871,01.083341,01/13/2013,10:09:03,162.1195,0
t,d,48.954138,01.083101,01/13/2013,10:09:18,162.1195,0
t,d,48.954954,01.082768,01/13/2013,10:09:53,162.1195,0
t,d,48.955790,01.082680,01/13/2013,10:10:23,162.6001,0
t,d,48.956298,01.082668,01/13/2013,10:10:44,162.1195,0
t,d,48.956375,01.082454,01/13/2013,10:10:56,161.1582,0
t,d,48.955958,01.081822,01/13/2013,10:11:20,160.1969,0
t,d,48.955495,01.081225,01/13/2013,10:11:43,159.2355,0
t,d,48.955235,01.080414,01/13/2013,10:12:07,155.871,0
t,d,48.955025,01.079833,01/13/2013,10:12:28,154.429,0
t,d,48.955137,01.079314,01/13/2013,10:12:46,154.429,0
t,d,48.955367,01.078427,01/13/2013,10:13:12,150.103,0
t,d,48.955411,01.077662,01/13/2013,10:13:33,148.1804,0
t,d,48.955423,01.076791,01/13/2013,10:13:57,146.7384,0
t,d,48.955662,01.075933,01/13/2013,10:14:23,146.2578,0
t,d,48.956016,01.075179,01/13/2013,10:14:52,145.7771,0
t,d,48.955888,01.074356,01/13/2013,10:15:13,144.3352,0
t,d,48.955679,01.073586,01/13/2013,10:15:35,144.3352,0
t,d,48.955455,01.072597,01/13/2013,10:16:01,146.7384,0
t,d,48.955449,01.071674,01/13/2013,10:16:25,147.219,0
t,d,48.955583,01.070912,01/13/2013,10:16:45,147.6997,0
t,d,48.955695,01.070080,01/13/2013,10:17:07,143.8544,0
t,d,48.955828,01.069316,01/13/2013,10:17:27,152.5063,0
t,d,48.956162,01.068549,01/13/2013,10:17:52,154.9095,0
t,d,48.956466,01.067784,01/13/2013,10:18:16,154.429,0
t,d,48.956575,01.067452,01/13/2013,10:18:32,154.429,0
t,d,48.956682,01.067253,01/13/2013,10:18:43,153.4677,0
t,d,48.957014,01.066518,01/13/2013,10:19:06,157.3129,0
t,d,48.957376,01.065732,01/13/2013,10:19:32,159.7162,0
t,d,48.957503,01.065508,01/13/2013,10:19:43,158.2742,0
t,d,48.957277,01.065297,01/13/2013,10:19:56,157.7936,0
t,d,48.956702,01.064711,01/13/2013,10:20:26,156.8322,0
t,d,48.956230,01.064248,01/13/2013,10:20:50,154.429,0
t,d,48.955663,01.063667,01/13/2013,10:21:19,153.9484,0
t,d,48.955571,01.063593,01/13/2013,10:21:23,153.9484,0
t,d,48.955722,01.063869,01/13/2013,10:21:33,153.9484,0
t,d,48.955304,01.064260,01/13/2013,10:21:52,152.0258,0
t,d,48.954816,01.064726,01/13/2013,10:22:12,155.871,0
t,d,48.954303,01.065145,01/13/2013,10:22:36,152.5063,0
t,d,48.954013,01.065162,01/13/2013,10:22:52,154.429,0
t,d,48.953608,01.065282,01/13/2013,10:23:13,154.9095,0
t,d,48.953218,01.065500,01/13/2013,10:23:35,152.0258,0
t,d,48.952857,01.065733,01/13/2013,10:23:52,154.429,0
t,d,48.952473,01.066036,01/13/2013,10:24:11,150.103,0
t,d,48.952069,01.066242,01/13/2013,10:24:29,148.661,0
t,d,48.951708,01.066407,01/13/2013,10:24:46,149.6223,0
t,d,48.951337,01.066644,01/13/2013,10:25:06,149.6223,0
